barcode,product_name,brands,ingredients_text
8901017008770,Chicken Masala,Mangal,turmeric cardamom roasted cloves coriander cumin chillies black pepper mace mustard salt.
8904004401172,Khatta Meetha,Haldiram,"refined palmolein oil, rice flakes (22%) , bengal gram flour (besan) (21%), refined sugar, split pulse bengal gram (chana dal) (7%) groundnuts (peanuts) (5%), sago (4%), red lentils (masur whole) (2.5%), edible common salt, black salt, turmeric acidity regulator (ins 330), red chilli, ajwain, raising agent s500i) & asafoetida tard seed"
8901063162242,Britannia Marie Gold,Britannia,"refined wheat flour (maida) (73%), sugar, refined palm oil, invert sugar syrup, milk solids, raising agents [503 (ii) & 500 (ii)], iodized salt, emulsifier (472e), calcium salt, dough conditioner (223), vitamins*, ferrous salt and potassium iodate. contains permitted natural colour (150d) and added flavoursinature identical & artificial (milk & vanilla) flavouring substances]"
8901262070546,Chocominis,Amul,"sugar, hydrogenated edible vegetable oil (palm kernel oil), milk solids, cocoa solids, emulsifiers (492, 322), artificial flavouring substances (cocoa, vanilla).
allergen information: contains milk."
8908003113814,Fresh Garden peanut butter,Fresh Garden,"roasted peanuts, contains less than 2% of each of the following: fully hydrogenated soyabean oil,"
8901764032707,Sprite,Coca Cola,"carbonated water, sugar, acidity regulators (330,331(ii)), presservative (211) & sweetener (960)."
8901262070010,amul milk chocolate,Amul,"sugar, milk solids, cocoa butter, cocoa solids, permitted emulsifiers (e322, e476). contains added flavours (artificial flavouring substances-cocoa & vanilla)."
8904063230140,Khatta Meetha,Haldiram's,"chickpeas flour (30%), vegetable oil (cotton seed, corn and palmolein), peanuts (8%), rice flakes (8%), starch (sago) (7%), sugar powder (5%), green peas (4%), chickpeas pulse (3%), puy lentil (2%), salt, mango powder, turmeric powder, cumin powder,ginger powder, black pepper powder, acidity regulator [citric acid powder (e 330), sodium bicarbonate (e.500(ii))] and anticaking agent [silicon dioxide (e551)]"
8901047912795,Kenyan Style Chevdo,,"potato (30%), cottonseed oil, rice flakes (21%), chili powder, dried mango powder, turmeric powder, ginger powder, clove powder, black pepper powder, black cardamom powder, long powder, cumin powder, mace powder, asafoetida powder, pepper bay leaf powder, salt, sugar, black salt powder, acidity regulator (e330) & curry leaves], cashew nuts (3%) & <span class=""allergen"">peanuts</span> (3%). conaining gluten"
8904063258434,Classic salted,Haldiram's,tra haldiram's chips classic salted
8904109471490,Chyawanprash,patanjali,oyxoykyxlyxlhxlyx
8902080013272,Tropicana Litchi Delight Juice 1Ltr (Pckt),Tropicana,"water, litchi pulp 13%, sugar, concentrated apple juice (2%), acidity regulator (296), flavour (natural and nature identical flavouring substances), stabilizer (440), iodised salt, antioxidant (300)."
8901719103032,Krackjack  the original,Parle,"enriched wheat flour, modified palm oil, palm oil, sugar, invert sugar syrup, leavening (ammonium bicarbonate, sodium bicarbonate, mono calcium phosphate), salt, yeast, artificial flavor, salt, butter, sodium metabisulphite, enzymes (papain, amylase), emulsifier (diacetyl tartaric acid esters of mono - and diglycerides)"
8906010500030,Malasa Masti,Balaji wafers,"potato (87%), edible vegetable oil (palmolein), sugar, spices & condiments 1% (chilli, dry mango, coriander, cumin, black pepper, ginger, clove), edible common salt, black salt"
8908010673097,Makaber porotta,Eurofine Import Export gmbh,"malabar porotta layered wheat bread galette indien மலபார் பறோட்டா ngredients: refined wheat flour, refined vegetable oil, sugar sait and water tutaten: rafiniertes weizen-mehi, refiniertes pflanzendi, zucker, salz und wasser ingredienten: verfijnde tarwemeel, geraffineerde plantaardige olle, suiker, 2out en ingrédients: farine de blé raffinée, huile végétale raffinée, sucre, sel et eau சேர்ந்திருப்பவை கோதுமையாவு டல்ட எண்ணெய், ஜீனி, உப்பு allergy information - our products are processed on equipments which also sesame, mustard, treenuts, seeds, grains, eggs, soya, crustacea and diary items. information für allergiker-dieses produkt wurde in maschinen verarbeitet, in denem wurden. trotz sorgfaltiger überprüfung konnen spuren von schalenfruchten, nüssem soja, krustentieren, und milchprodukten enthalten sein. informations sur l'allergie - nos produits sont traités sur des équipements qui traiter des arachides, du sésame, de la moutarde, des fruits à coque, des graines, des céréale et des articies de journal. allergie-informatie-onze producten worden verwerkt op apparatuur die ook produc mosterd, treenuts, seeds, grains, eggs, soya, crustacea en diary items bevatten. microwwave oven - remove product from the packet. heat on high for 2 minutes. (for room temperature before heating). turn the product over. heat for additional 1 minutes. over heating will results in loosing softness and freshness. do not refreeze. mikrowellen gerät - entfernen sie produkt vom paket. hitze auf hoch seit minuten. (weil zum zimmer tempe-schmeizen rature vor der heizung). setzen sie das produkt um. hitze porotta ist bereit zu dienen. uber die heizung läuft auf schiebende weichheit und frische hina magnetron haal het product uit de verpakking.verwarm gedurende 2 minuten op ho resultaten ontdooit het product tot kamertemperatuur voordat het wordt verwarmd).draa gedurende nog een minuut.malabar porotta is klaar om te serveren.overhitting resulteert in ve. nooit opnieuw invriezen. store below &quot;18°c/ conserver à des ter ne pas ré congeler a natural information nährwertdeklaration serving serving size broduat per package"
8901393018134,Chupa Chups Bites Multi Colour,Chupa Chups,"chupa chups sgur bites
mixed fruit fiavour
chewy toffee
ingredients: liquid glucose, sugar, wheat
flour refined ma. invert sugar, hydrogenated
vegetable oil, acidity regulators (ins 296, ins 330).
contains permitted synthetic food
colours (ins 102, ins 133, ins 110,
ins 122) and added nature - identical
flavouring substances (mixed fruit)
contains gluten
nutritional information
n# (nor 100m).
l"
8901764042270,Thumbs Up 750ml,Coca Cola Company,"carbonated water, sugar, acidity regulator (338), caffeine (8.3 mg/100 g), colour (1506) flavours (natural, nature-identical & artificial (cola) flavouring substances). ""contains caffeine"""
8902080365029,Mountain dew 250ml,pepsi,"carbonated water, sugar, acidity regulators (330, 331), preservative (211), caffeine, stabilizer (445). contains permitted synthetic food colour (102) and added flavour (natural flavouring substances)"
8901741003027,Quick Chicken Pizza Instant Noodles,Wai Wai,"noodles (with seasonings): wheat flour, edible vegetable oil (palm), lodised salt, wheat gluten, softening agent (500ii), soya sauce, black pepper, flavour enhancer (621, 627, 631), guar gum (412), acidity regulator (451i), onion, calcium carbonate (170i), chicken flavour and caramel (150d) (carryover from soya sauce). 
seasoning (in a separate sachet): lodised salt, sugar, garlic, noodle powder, maltodextrin (1400), onion, flavour enhancer (621.627 631), cumin, chives, white pepper, oregano, cheese powder, citric acid (330), hydrolyzed vegetable protein, dehydrated vegetables. soy sauce powder, paprika (160c), anticaking agent (551). yeast extract and chilli powder. 
flavoured oil: edible vegetable oil (palm olein) & onion 
contains permitted natural colour (caramel 150d, paprika 160c) and a flavours (natural flavours & natural flavouring substances, nature identical flavouring substances and artificial flavouring substances (chicken). may contain traces of milk products & mustard products.
this package contains added monosodium glutamate (not recommended for children under 12 months)"
8906021120470,Aachi chicken masala,Aachi,"spice content - 77% (red chilli powder. turmeric powder, black pepper, cumin, cassia bark (taj), cardamom. garlic flakes, dry ginger, dry fenugreek leaves, mustard). gram dhal,toor dhal, urad dal and salt - 5%"
8901786120505,Kitchen King Masala,everest,"توابل كيتشن گینغ ingredients coriander, cumin, chilli, turmeric, black pepper, garlic, dry ginger, mace, green cardamom, bengal gram, black gram, nutmeg, fenugreek, cassia, clove, caraway, star anise, dry fenugreek leaf, common salt,asafoetida, mustard and black cardamom. المکونات گزبرة، کمون، فلفل، كركم، فلفل آسود، نوم، زنجبيل جاف، صولجان، هيل أخضر، غرام بنغال، حمص أسود، جوزة الطيب، حلبة، قناء هندي، قرنفل، كراوية، ينسون نجمي، أوراق الحلبة جاف، ملح عادي، حلنيت، خردل و هيل أسود mixed spices 8 901786i120505 produce of india"
8901207001123,coconut oil,Dabur,"coconut oil , anti oxident"
8907525000169,CocaCola,Cocacola,"carbonated water, sugar, acitic acid regulator,- phosphoric acid (338), pigment-caramel (150d) and caffeine"
8908010900049,Peanut Butter,Pintola,"<span class=""allergen"">peanuts</span> 100%"
8901542016226,Glucon-D Regular,Glucon-D,"dextrose (glucose) (99.4%), minerals (calcium phosphates) and vitamin d₂."
8901491000871,Doritos Masala Mayhem Flavour,PepsiCo,"corn (78%), edible vegetable oil (palmolein gil), sugar, *spices & condiments (garlic powder, onion powder, chilli, spice extract), rice flour, lodised salt, potassium chloride (508), citric acid (330). contains added flavour (natural and nature identical flavouring substances) &quot;used as natural flavouring agent. manufactured ry:"
8904063202505,Soan papdi,Haldiram’s,"<span class=""allergen"">milk</span>, <span class=""allergen"">wheat flour</span>, sugar, <span class=""allergen"">almonds</span>, <span class=""allergen"">pistachios</span>, cardamom"
8904091113606,powoer,clotrimazole,30g clotrimazol. dusting powder antifungal antibacterial
8904004400045,Bhujia sev 200g,Haldiram's,"tepary beans (moth dal) flour, refined cotton seed oil, bengal gram flour (besan), edible common salt, red chilli powder, clove powder, black pepper, dried ginger powder, cardamom, bay leaves, nutmeg, ajwain, coriander seeds & cinnamon allergen: may contains <span class=""allergen"">peanut</span>, <span class=""allergen"">almond</span>, <span class=""allergen"">cashew</span>, <span class=""allergen"">sesame seed</span>, <span class=""allergen"">milk</span>, <span class=""allergen"">soy</span>, mustard seed & wheat"
8901233029856,Cadbury Dairy Milk Chocolate Bar,Cadbury,"sugar,milk solids(22%*),cocoa butter,cocoa solids, emulsifiers (442,476).
contains added flavour (natural, nature identical and artificial (vanilla) flavouring substances)
allergen information:contains <span class=""allergen"">milk</span>.
may contain treenuts & wheat"
8902672038096,Alphabet,Nestlé,"57,7% vollkornweizenmehl, maisgrieß, zucker, glukosesirup, 5,8% fettarmer kakao, reismehl, calciumcarbonat, salz, natürliche aromen, eisen, niacin, pantothensäure, vitamin d, vitamin b6, thiamin, riboflavin, folsäure."
8902433000416,Snickers Almond,Snickers,"<span class=""allergen"">milk chocolate coating</span> (40%): sugar, milk solids, cocoa butter, cocoa solids, edible vegetable fats &lt;5% (sal fat, palm oil), dextrose, emulsifier (ins 322); central filling (60%): liquid glucose, <span class=""allergen"">almonds</span> (15%), sugar, hydrogenated vegetable oil (palm oil), milk solids, iodized salt, cocoa butter, cocoa solids, edible vegetable fats &lt;5% (sal fat, palm oil), dextrose, emulsifier (ins 322)"
8901491103442,Kurkure Naughty Tomato,PepsiCo,"rice meal (37.6%), edible vegetable oil (palmolein oil), corn meal (18.8%), gram meal (6.2%), sugar, salt, tomato powder (1.2%), *spices & condiments (chilli powder, onion powder, spices extract, black pepper powder, cinnamon powder, clove powder, ginger powder, garlic powder, nutmeg powder), beetroot powder, citric acid (ins 330). contains added flavours (natural and nature identical flavouring substances) *used as natural flavouring agent."
8903361339630,safari,Gandour,"sugar, liquid glucose, rice flour, edible hydrogenated vegetable fat (palm, palm kernel, <span class=""allergen"">sesame</span>), refined wheat flour (maida), edible vegetable oil(palm, sunflower oil), cocoa solids(4.4%), milk solids(6.8%), humectant(422), corn starch, iodised salt, emulsifier(322(¡), 471, 476), malt extract, yeast, raising agent [500(¡¡)), acidity regulator (330), improve enzyme [1101(¡)]"
8901063362871,cake nut & raisin,britannia,"refined wheat flour (maida), eggs, sugar, edible hydrogenated vegetable oil & palm lein oil raisins (8.8%), humectants (420 & 422), orange peel, almonds (2.7%), maltose syrup, invert rup butter (1.7%i milk solids, cake gel (emülsifiers &stabilizers (471 & 477) and humectiant(4201hof whie aising agents (3410), 450(i) &500(i)), baking powder, iodized salt and preservatives (202 & 282). ontains permitted natural (150c&150d) and synthetic (110, 102, 122, 132 & 133) food colours and added lavours (natural nature identical and artificial imilk, plum, fruit&vanilla) flavouring substances fat umbers in brackets as per international numbering system) ntains wheat, eggs, nut and milk. polyols may have laxative effects. carbohydrate protein saturated fatty nditions, lic. no. 10015043001129 omance nut & raisin"
8901595963362,HOT GARLIC,Ching's Secret,"wheat flour, refined palm oil, salt, wheat gluten, potassium chloride (gelling agent 508)), sodium polyphosphate (emulsifying agent (452(i))), potassium carbonate (acidity regulator (501 sodium hydrogen carbonate (raising agent (500(ii))). tertiary butylhydroquinone (antioxidant (319)).

dehydrated garlic (39%), salt, mixed spices 10% (chilli, onion, turmeric, ginger, pepper),

corn flour, tomato powder, sugar, dehydrated vegetables 2.4% (carrots, parsley), disodium 5-ribonucleotides (flavour enhancer (635)), soy sauce powder (soybean, wheat, salt), silicon dioxide (anticaking agent (551), sunflower oil, citric acid (acidity regulator (330)). yeast extract."
8901030743146,sweet corn veg soup,Knorr,"ration:
sugar, potrrotarck
*dehydratedvegetables
(corn (7.5%), carrot flakes (5%),
leeks (0.5%)), maltodextrin, lodised
salt, hydrolyzed vegetable protein,
thickener-415, hydrogenated palm
oil, spices and condiments, flavour
enhancer-627"
8904226500523,Dried Cranberries,Healthfull,"cranberries
sugar
refined sunflower oil"
8904150126264,Cow's Pure Ghee,SriSri Tattva,mantequilla (crema de leche)
8901595971251,ching-s mix veg,Ching's,"potato starch, dried glucose syrup, sugar, salt, dehydrated vegetables 9.2% (carrot, parsley, green peas, cabbage, broccoli), skimmed milk powder, flavour enhancer (e635), spices 1.3% (pepper powder, turmeric), onion powder, garlic powder, yeast extract, soy sauce powder (<span class=""allergen"">soybean</span>, <span class=""allergen"">wheat</span>, salt), thickener (e415), sunflower oil, acidity regulator (e330), anticaking agent (e551). store in a cool, dry and hygienic place. net weight: 15g allergy advice:"
8904063259226,Spinach pakora,Haldiram's,"spinach (28%), chickpea flour (26%), onions (21%), refined sunflower oil, coriander leaves, fresh garlic, green chilli, salt, sugar, rice flour, coriander, red chilli, cumin, turmeric, acidity regulator (citric acid-e330), sodium bicarbonate (e500ii) and asafoetida."
8901144101054,Pure Original Basmati,Tilda Genuine Goodness,basmati rice this product is processed at a facility that does not handle or store allergens. suitable for vegetarians
8901552015547,Madras spicy poppadums,truly indian,"urd bean flour 89%, salt, black pepper 2%, rice flour, coconut oil, acidity regulator: calcium carbonate,"
8906002482481,Snickers,Mars,"milk chocolate (36.5%): sugar, milk solids, cocoa butter. cocoa solids, edible vegetable fats &lt;5% (sal fat, palm oil), dextrose, emulsifier (322); centre filling (63.5%): liquid glucose, <span class=""allergen"">peanuts</span> (18%), sugar, fractionated vegetable fat, milk solids, lodized salt, cocoa butter, cocoa solids, edible vegetable fats &lt;5% (sal fat, palm oil), dextrose, emulsifier (322).
contains cocoa butter equivalent in addition to cocoa butter. 
contains <span class=""allergen"">peanuts</span>, milk & soy. 
may contain <span class=""allergen"">treenuts</span>."
8901719656811,Fab Vanilla,Parle,"wheat flour, sugar, vegetable oil (palm oil), choco chips (12%) [sugar, fully hydrogenated vegetable fat (palm kernel oil), cocoa r(soya lecithin) and artificial flavouring], glucose-fructose syrup, cocoa solids (1.5%), colour (caramel), solids, emulsifie raising agents ammonium bicarbonate, sodium bicarbonate ], salt, artificial flavourings and emulsifiers (soya lecithin, sters of mono and di-glycerides)."
8908014985141,Granny's magic mixed pickle,Balmukand Kailash nath,"lemon pieces (28%), raw mango pieces (27%), edible common salt, carrot pieces (12%), edible vegetable oil (see coding area for oil name), spices and condiments, f green chilli pieces (4%), acidity regulator (ins 260) and preservative (ins 211) e"
8901595862818,Dark Soy sauce,Ching secret,"water, lodised salt, soybean (10%), sugar, natural colour (ins 150c), wheat, acidity regulator (ins 260), preservative (ins 202). 
allergen advice: contains wheat & soy. may contain nuts, sesame seeds, mustard and milk. da"
8901030818660,Boost,Hindustan Unilever Limited,"cereal extract (49%) [<span class=""allergen"">barley</span>, <span class=""allergen"">wheat</span>, millet), <span class=""allergen"">malted barley</span> (extracted solids) (21%), sugar, <span class=""allergen"">wheat flour</span> (atta) (6.5%) milk solids (6%), minerals, wheat gluten, natural colour (ins 150 acidity regulators (ins 501, ins 500(ii)], edible lodized salt, cocoa powder vitamins, <span class=""allergen"">soy protein isolate</span> (0.28%), nature-identical flavouring substances contains permitted natural colour and added flavour (nature identical flavouring substances). 500100 tengah +based on an independent study conducted in 2009, the number of shuttles completed by boost consuming children (aged 7-105 increased by 25% compared to 8% increase in children who consumed endurance. study published in j nutr. 141:2017-2023, 2011 fortified chocolate beverage, in a 20 m shuttle test measuring we a boost is a nourishing beverage to be consumed as a part of your daily diet and exercise plan. pet"
8908013252046,mixed fruit granola,Fit and Flex,"agredients: rolled oats (32.9%), fos (9.5%), rice flour(9.3%), wheat flour (7.6%), palm kernel oil (6.1%), sugar (4.2 g), maze grits, maltodextrin, almond flakes (3%), tender coconut powder, coconut milk powder, candied fruits (cranberry 3.7%, blueberry 3.7%), freeze dried fruits (strawberry 3%), salt, sodium citrate (ins 331) glycerin(ins 422), citric acid (ins 330), tocopherol (ins 307). contains added nature identical and artificial flavouring substances(mix berries & tender coconut) contains oligofructose (dietary fibre) 9.4 gm/100 gm allergen information: contains gluten,may contain traces of almond."
8901063136670,Marie Gold Biscuits,gold,"<span class=""allergen"">wheat flour</span>, sugars, palm oil, invert sugar syrup, sweetened condensed milk, sesame oil, skim milk powder, leavening agents, salt, dough conditioner, sodium metabisulphite, artificial flavour, caramel colour"
8901063151499,Good Day,Britannia,"wheat flour, vegetable oil (palm), sugar, invert sugar syrup, almond (1.8%), cashew (1.3%), pistachio (0.9%), whole milk pôwder (0.6%), èn póudre (0.6%), agents de levage leavening (ammonium bicarbonate, sodium bicarbonate), butter (0.5%) (milk), salt, emulsifiers (soy lecithin, diacetyl tartaric acid esters d'acide diacetyl tartrique ester of mono & di glycerides, des mono et diglycerides et mono mono & di glycerides of fatty acids (palm)), artificial flavors (palme)), saveurs artificielles (butter, milk & vanilla), artificial colour (fd & c yellow no.5) (tartrazine). 

contains: wheat (gluten), milk products, soy and tree nuts (almond, cashew & pistachio)"
8902080011254,Mango delight,"pepsico, Tropicana","water, *concentrated mango pulp and alphonso mango pulp (20%), sugar, acidity regulator (330). contains permitted natural colour (160a()) and added flavour (natural and nature identical flavouring substances)."
8904256715478,GoodDiet Protein Bar Coconut,Big Basket Good Diet,"ingredients. whey protein isolate (22%), fructo-oligosaccharides (prebiotic fibre) (13%), dark chocolate (12%) (sugar, cocoa solids, emusifier (ins 3220, cashew butter, milk protein concentrate, <span class=""allergen"">butter</span>, honey, <span class=""allergen"">hazelnuts</span> (4%) and jowar millet crisp."
8904037212356,Coconut Oil,Fruit of the Earth,"froit of the earth coconut oil is 100% pure and natural. tism he finest handpicked dried coconut (copra) from the wotd e malabar coast of kerala. there are no additives and chemicat tto ensure its purity. multiple filtration process produces der di retaining all its natural goodness, freshness and aome contents: coconut oil (edible grade) oproimate"
8904037219904,kachi ghani Cold pressed mustard oil,Soul flavours,"mustard oil,vitamin a,vitamin d2,vitamin e"
8906000610336,Mc Cain Aloo Tikki,,"potato permitted class ii preservative ins 260, ins 330], acidity regulator garlic paste (water, garlic, edible common salt, corn starch, acidity regulator permitted class il preservative tins 260 permitted class i resevative ins 211]), [ins 211] permitted class ii preservative edible common salt, onion powder, red chilli flakes (0,23%), processed in a plant manufacturing wheat, milk and soya baoed products cumin seeds, method of preparation fry or bake 5ook eho hawing #deep fry: sss step i preheat the oil in kadhai/wok (max, temperature directly-do not thaw, step ii put the desired quantity from the freezer, fry gently in hot oil and deep remaining pr step ii take the product stepi seal , kee oto 175°c fry for 3 minutes, freezer , - preheat oven to 220°c ge frozen aloo tikki in a single layer airfryer-preheat the airfyer to 200°c ing tray and bake for 1o minutes sht golden brown, w fry on frying pan bake (approx, half pack) for 14-16miune until golden brown, filip in between, t little amount of oil, fry on medium magic with mccain r about 6-8 dccasionally min,, ave cooking, reduce cooking time when cooking s"
8901595873258,Smith & Jones Ginger Garlic Paste,Smith and Jones,"water, ginger, garlic, lodised salt, acidity regulators (ins 260, ins 330), thickener ns 415), preservatives (ins 211, ins 202). for mfg unit details read first letter of batch no, and see below mfg by: (a) lic no, 11523999000362 (f) lic no, 10013022001948 (p) lic no, 10012064000055 (n) lic. no, 10018062000413 fssat lic. no, 1001302 for any com care execut c18001084 care@t store in a cool, dry keep refrigera do not consume if for sale in india, www, capitalfoods smith & jones is t capital foods pvt. net quantit"
8901030094750,Taj Mahal,Brooke Bond,selection of the finest tea leaves
8906046472417,Pepe,gold,"arôme, sucre, cacao,"
8902268008557,marco bisc,,"inal colate chip cookies champs me hardate hemed maind when low (cuoten) super nogateie o (olm kerndl, comtehs mueritional imformation maca imformation alimentaire typique per/por/ pour 100 g per/por/pour serving/servica/ servir (30 g) mn fder coe a imduher 22 cea tem foverings (w, chocolete, witer), viesaverive (sodium te conteins ailerge w mseve may conen fre nus sp-tngrediemes 10% golletes, 30% rollono dcakane, honna de tige ida (cmte, arbce, aeo veyad (dmendie de yoln contiona ontorderte (1810), jerobe com cene (14 f1906 agentes de cmn (903 ()4500 (),40 (), sa, kepesente, lache besnatade imdainente (972 (ecmn be s, aomeliomt (oche, chouete, monteqo), comarvorte contiene mergenion ge aache se puede comena nuecey de arveol po-ngrediemes : 70% de energy/valor energétic6/energie (x) protein /proteinas/p1otéines (9) 1994 598 6,5 2,0 glycaernic carbohydrate /carboidratos glikémicos /glucides glycérniques (a) 73,0 21,9 of which total sugat de que açúcares totais donl sucres totaux (o fotal fat/fotal de gordura/total graisses ("
8901095000482,society Sweet spicy mango pickle,society,"mango (45%), sugar, jaggery (8%), red chilli powder, fenugreek, mustard, lodised salt, fennel seeds, coriander seeds, curmin, corn oil, asafoetida, cinnamon, clove, turmeric powder, acidity regulators (ins 330, ins 260) & preservative (ins 211). 8 901095 000482 picture does not represent product inside the pack."
8906005618726,Pineapple Cake,winkles,"refined wheat flour (maida), <span class=""allergen"">eggs</span>, sugar, bakery shortening, water, fruit products [fruit cuts (5%) (papaya, sugar, acidity regulator (ins 330), preservative (ons 2113, sinthetic food colour (ins 110, ins 102, ins 143, ins 124)) and pineapple cuts (2%)), palm oil, humectants (ims 422, ins 420), liquid glucose, mixed fruit jam, milk solids, invert syrup, cake gel (ins 471, ins 477, ins 1520, ins 420, ims 412), raising agent [ins 500(h)] & baking powder, edible common salt, preservatives (ins 282, ins 200), artificial flavour (pineapple and vanilla), acidity regulator (ins 260), stabilizer (ins 412, ins 415), emulsifiers (ins 471, ins 477, ins 322) and artificial food colour (ins 102). (numbers in brackets as per international numbering system). contains <span class=""allergen"">wheat</span>, <span class=""allergen"">milk</span>, <span class=""allergen"">egg</span> and soy ingredients. polyols may have laxative effects. keep your city clean 110 net weight: mrp: (incl., of all taxes)/(#pe lot no.: manufacturing date: use by: caring for your cakes: dry and hygienic condition (e) southern bakeries pvt. ltd: regu. office & works: plot n industrial area, 2nd phase, bangalore urban (karnataka)-5"
8906013030947,Wai Wai X-Press Masala,Wai Wai,"Wheat flour, palm oil, salt, tastemaker (spices, INS 621, colours)"
8906080600647,Santra,paper boat,"water, sugar,orange juice concentrate (6.5%)*, orange cells (2.4%)*, acidity regulator (citric acid), natural flavouring,nature identical flavouring, iodised salt, antioxidant (ascorbic acid), lemon juice concentrate,black pepper powder,black salt. *reconstituted 38% orange juice."
8901764032271,Sprite 750ml,coca cola,"carbonated water, sugar, acidity regulators (330, 331(i)), preservative(211), sweetener (960), flavours (natural flavoring substances)"
8908005559078,Trauben mix kernlos,"Hars & Hagebauer, Monsoon Foods","trauben, weiß und rot"
8904063256805,Idli,Haldirams,"water, rice (35%), urad dal (split matpe beans) 16% and salt. coconut chutney ingredients: water, fresh coconut (23%), roasted chana dal (split bengal gram), coriander leaves, refined sunflower oil, salt, urad dal (split matpe beans), fresh ginger, mustard seeds, curry leaves, green chilli and red chilli. contains coconut and mustard components. this product is made in a facility that processes foods containing peanuts, tree nuts, milk & wheat."
8904109474088,Unpolished Pulses (Mix Pulses),Patanjali Ayurved Ltd.,"split chickpeas (chana dal 25%), green gram (moong dal chilka 25%), red lentil (masur dal 20%), split black gram (urad chilka 20%), pigeon pea (arhar/tur dal 10%)"
8904004400083,Haldiram's Bhujia sev,Haldiram's,"tepary beans (moth dal) flour, refined cotton seed oil, bengal gram flour (besan), edible common salt, red chilli powder, clove powder, black pepper, coriander seed, dried ginger powder, cardamom, bay leaves, nutmeg & cinnamon. allergen: may contains almond, cashew, wheat, milk, soy, mustard seed, peanut & sesame seed."
8901595862740,Red Chilli Sauce,Ching's,"water, sugar, red chilli (6%), garlic, ginger, lodised salt, thickener (ins 1422), acidity regulators (ins 261 ins 330), emulsifying and stabilizing agent (ins 415), preservative (ins 211). allergen advice: may contain: wheat, nut:, sesame seeds soy, mustard and milk."
8904071702349,Mix Farsan,Unknown Brand,"gram flour, palm oil, bengal gram, edible starch, red chilli powder, bishops weed, curry leaves, salt."
8901595972159,Chowmein hakka noodles masala,ching's,"iodised salt, mixed spices (17.5%) (chilli, cumin, coriander), sugar, garlic powder, onion powder, flavour enhancer (ins 635), soy sauce powder (<span class=""allergen"">soybean</span>, <span class=""allergen"">wheat</span>, salt), anticaking agent (ins 551), acidity regulators (ins 330, ins 260), sunflower oil, natural flavouring substances."
8901595972548,Chowmein hakka noodles masala,Ching’s Secret,"iodised salt, mixed spices (17.5%) [chilli, cumin, coriander] powder (soybean, wheat, salt), anticaking agent (ins 551), acidity regulators sugar, garlic powder, onion powder, flavour enhancer (ins 635), soy sauce (ins 330, ins 260), sunflower oil, natural flavouring substances."
8901552025164,Original Mango Chutney,Truly Indian,"zucker, mango 46%, zuckerrohressig, salz, rotes chilipulver, ingwerpulver, knoblauchpulver. kann _nüsse_, _senf_ und _sesam_ enthalten."
8908001017121,Cheese And Herbs,,"corn (70%), edible vegetable oil (corn oil), corn starch, lodized salt, sugar, milk solids (skim milk powder, cheddar cheese powder (0.7%), whey powder), spices & herbs (oregano (0.3%), parsley (0.1%), black pepper, chilli, turmeric), onion powder, acidity regulator (ins 270), natural & nature identical flavouring substances, anticaking agent (ins 551), flavour enhancer (ins 627, ins 631). contain milk and milk products net quantity batch no. 150g : qe26chn2 med & use by 26.05.26 & 25.02.27 .60/g"
8901063155282,Tiger Krunch Chocochips,Britannia,"refined wheat flour, sugar, edible vegetable oil (palm), choco chips (8%) [sugar, edible hydrogenated vegetable oil, cocoa solids, emulsifier (322) and added flavour (vanillin)], invert syrup, cocoa solids (1.6%), raising agents [503(ii), 500(ii)], iodised salt, emulsifiers (322, 471, 472e), ferrous salt, dough conditioner (223) and vitamin. contains permitted natural and synthetic food colours (150c, 133 & 124) and added flavours [artificial flavouring substances (vanilla& chocolate)1"
8901764032905,Sprite,"Sprite,Coca cola","carbonated water, sugar, acidity regulators (330, 331(iii)), preservative (211), sweetener (960), flavours (natural flavouring substances)."
8901063136441,The Original Bourbon Creme Biscuit with Chocolate,Britannia,"<span class=""allergen"">wheat flour</span>, sugar (34%), bakery shortening [palm oil, interesterified fat (palm), sesame oil], corn starch, colour (caramel i & iv), cocoa powder (2.8%), whey powder, raising agents (sodium bicarbonate, ammonium bicarbonate), artificial flavouring substances (vanillin, milky cocoa & chocolate), emulsifiers (mono - and di-glycerides of fatty acids, <span class=""allergen"">soya lecithin</span>), milk chocolate (0.1%) (contains <span class=""allergen"">milk</span>) and lodized salt 
contains<span class=""allergen"">: wheat</span> (<span class=""allergen"">gluten</span>), <span class=""allergen"">sesame</span>, milk products and <span class=""allergen"">soy</span>"
8906005505040,Soya sticks,Bikaji,"edible vegetable oil (palmolein oil, cottonseed oil), tapioca starch, black gram flour, soya powder (7%), rice flour, whole lentil flour, ground spices & condiments (lodised salt, sugar, maltodextrin, fennel, cumin, red chilli, ginger, turmeric (colouring & spices), dry mango powder, corn starch, garlic, mustard seeds, acidity regulator (ins 330, ins 296), anticaking agent (ins 551), asafoetida, flavouring enhancer (ins 627, ins 631, ins 635), hydrolysed vegetable protein (<span class=""allergen"">soya</span>)), hydrogenated vegetable oil (palm, <span class=""allergen"">soybean</span>, sunflower and <span class=""allergen"">sesame</span>) contains: <span class=""allergen"">soy</span>, <span class=""allergen"">sesame</span>, <span class=""allergen"">mustard</span>"
